lic_ticker,lic_name,year,expense,expense_category,expense_amount,lic_id
WAX,WAM Research Limited,2020,Share registry fees,Other Expenses,85488,
WAX,WAM Research Limited,2020,ASIC industry funding levy,Other Expenses,13649,
WAX,WAM Research Limited,2020,Other expenses from ordinary activities,Other Expenses,266210,
WAX,WAM Research Limited,2021,Management fees,External Management Fees,2321176,
WAX,WAM Research Limited,2021,Performance fees,External Performance Fees,5345362,
WAX,WAM Research Limited,2021,Directors fees,Other Expenses,80000,
WAX,WAM Research Limited,2021,Brokerage expense on share purchases,Transaction Costs (Brokerage),611662,
WAX,WAM Research Limited,2021,Custody fees,Other Expenses,12994,
WAX,WAM Research Limited,2021,ASX listing and chess fees,Other Expenses,105465,
WAX,WAM Research Limited,2021,Share registry fees,Other Expenses,97456,
WAX,WAM Research Limited,2021,ASIC industry funding levy,Other Expenses,12333,
WAX,WAM Research Limited,2021,Other expenses from ordinary activities,Other Expenses,245012,
WAX,WAM Research Limited,2022,Management fees,External Management Fees,2349885,
WAX,WAM Research Limited,2022,Performance fees,External Performance Fees,0,
WAX,WAM Research Limited,2022,Directors fees,Other Expenses,80000,
WAX,WAM Research Limited,2022,Brokerage expense on share purchases,Transaction Costs (Brokerage),497117,
WAX,WAM Research Limited,2022,Custody fees,Other Expenses,19285,
WAX,WAM Research Limited,2022,ASX listing and chess fees,Other Expenses,107234,
WAX,WAM Research Limited,2022,Share registry fees,Other Expenses,91832,
WAX,WAM Research Limited,2022,ASIC industry funding levy,Other Expenses,11330,
WAX,WAM Research Limited,2022,Other expenses from ordinary activities,Other Expenses,289514,
WAX,WAM Research Limited,2023,Management fees,External Management Fees,1973505,
WAX,WAM Research Limited,2023,Performance fees,External Performance Fees,0,
WAX,WAM Research Limited,2023,Directors fees,Other Expenses,80000,
WAX,WAM Research Limited,2023,Brokerage expense on share purchases,Transaction Costs (Brokerage),513435,
WAX,WAM Research Limited,2023,Custody fees,Other Expenses,16374,
WAX,WAM Research Limited,2023,ASX listing and chess fees,Other Expenses,119802,
WAX,WAM Research Limited,2023,Share registry fees,Other Expenses,95625,
WAX,WAM Research Limited,2023,ASIC industry funding levy,Other Expenses,7531,
WAX,WAM Research Limited,2023,Other expenses from ordinary activities,Other Expenses,337193,
PIA,Pengana International Equities Limited,2014,Administration fees,Other Expenses,58000,
PIA,Pengana International Equities Limited,2014,Management fees,External Management Fees,3344000,
PIA,Pengana International Equities Limited,2014,Directors fees,Other Expenses,165000,
PIA,Pengana International Equities Limited,2014,Professional fees,Other Expenses,71000,
PIA,Pengana International Equities Limited,2014,Registry fees,Other Expenses,63000,
PIA,Pengana International Equities Limited,2014,Other expenses,Other Expenses,175000,
PIA,Pengana International Equities Limited,2015,Management fees,External Management Fees,4186000,
PIA,Pengana International Equities Limited,2015,Directors fees,Other Expenses,206000,
PIA,Pengana International Equities Limited,2015,Professional fees,Other Expenses,236000,
PIA,Pengana International Equities Limited,2015,Corporate fees,Other Expenses,387000,
PIA,Pengana International Equities Limited,2015,Other expenses,Other Expenses,142000,
PIA,Pengana International Equities Limited,2016,Management fees,External Management Fees,5096000,
PIA,Pengana International Equities Limited,2016,Directors fees,Other Expenses,200000,
PIA,Pengana International Equities Limited,2016,Administration fees,Other Expenses,88000,
PIA,Pengana International Equities Limited,2016,Custody fees,Other Expenses,65000,
PIA,Pengana International Equities Limited,2016,ASX listing fees,Other Expenses,90000,
PIA,Pengana International Equities Limited,2016,Share registry fees,Other Expenses,122000,
PIA,Pengana International Equities Limited,2016,Recruitment fees,Other Expenses,35000,
PIA,Pengana International Equities Limited,2016,Audit fees,Other Expenses,75000,
PIA,Pengana International Equities Limited,2016,Research and travel,Other Expenses,40000,
PIA,Pengana International Equities Limited,2016,Marketing,Other Expenses,33000,
PIA,Pengana International Equities Limited,2016,Legal fees,Other Expenses,43000,
PIA,Pengana International Equities Limited,2016,Tax fees,Other Expenses,23000,
PIA,Pengana International Equities Limited,2016,Professional expenses,Other Expenses,43000,
PIA,Pengana International Equities Limited,2016,"Disbursement, mailing and printing",Other Expenses,18000,
PIA,Pengana International Equities Limited,2016,Other expenses,Other Expenses,21000,
PIA,Pengana International Equities Limited,2017,Management fees,External Management Fees,5051000,
PIA,Pengana International Equities Limited,2017,Directors fees,Other Expenses,181000,
PIA,Pengana International Equities Limited,2017,Administration fees,Other Expenses,90000,
PIA,Pengana International Equities Limited,2017,Custody fees,Other Expenses,46000,
PIA,Pengana International Equities Limited,2017,ASX listing fees,Other Expenses,84000,
PIA,Pengana International Equities Limited,2017,Share registry fees,Other Expenses,367000,
PIA,Pengana International Equities Limited,2017,Recruitment fees,Other Expenses,0,
PIA,Pengana International Equities Limited,2017,Audit fees,Other Expenses,77000,
PIA,Pengana International Equities Limited,2017,Tax fees,Other Expenses,11000,
PIA,Pengana International Equities Limited,2017,Legal and professional expenses,Other Expenses,339000,
PIA,Pengana International Equities Limited,2017,"Disbursement, mailing and printing",Other Expenses,29000,
PIA,Pengana International Equities Limited,2017,Other expenses,Other Expenses,112000,
PIA,Pengana International Equities Limited,2018,Management fees,External Management Fees,4053000,
PIA,Pengana International Equities Limited,2018,Performance fees,External Performance Fees,315000,
PIA,Pengana International Equities Limited,2018,Directors fees,Other Expenses,153000,
PIA,Pengana International Equities Limited,2018,Brokerage expense,Transaction Costs (Brokerage),1279000,
PIA,Pengana International Equities Limited,2018,"Disbursement, mailing and printing",Other Expenses,19000,
PIA,Pengana International Equities Limited,2018,Share registry fees,Other Expenses,134000,
PIA,Pengana International Equities Limited,2018,ASX listing fees,Other Expenses,80000,
PIA,Pengana International Equities Limited,2018,Legal and professional expenses,Other Expenses,16000,
PIA,Pengana International Equities Limited,2018,Custody and administration fees,Other Expenses,118000,
PIA,Pengana International Equities Limited,2018,Tax fees,Other Expenses,18000,
PIA,Pengana International Equities Limited,2018,Other expenses,Other Expenses,113000,
PIA,Pengana International Equities Limited,2019,Management fees,External Management Fees,3706000,
PIA,Pengana International Equities Limited,2019,Performance fees,External Performance Fees,0,
PIA,Pengana International Equities Limited,2019,Directors fees,Other Expenses,153000,
PIA,Pengana International Equities Limited,2019,Audit and assurance fees,Other Expenses,68000,
PIA,Pengana International Equities Limited,2019,Brokerage expenses,Transaction Costs (Brokerage),868000,
PIA,Pengana International Equities Limited,2019,"Disbursement, mailing and printing",Other Expenses,9000,
PIA,Pengana International Equities Limited,2019,Share registry fees,Other Expenses,122000,
PIA,Pengana International Equities Limited,2019,ASX listing fees,Other Expenses,90000,
PIA,Pengana International Equities Limited,2019,Legal and professional expenses,Other Expenses,7000,
PIA,Pengana International Equities Limited,2019,Custody and administration fees,Other Expenses,139000,
PIA,Pengana International Equities Limited,2019,Tax fees,Other Expenses,10000,
PIA,Pengana International Equities Limited,2019,Other expenses,Other Expenses,195000,
PIA,Pengana International Equities Limited,2020,Management fees,External Management Fees,4007000,
PIA,Pengana International Equities Limited,2020,Performance fees,External Performance Fees,635000,
PIA,Pengana International Equities Limited,2020,Directors fees,Other Expenses,161000,
PIA,Pengana International Equities Limited,2020,Audit and assurance fees,Other Expenses,70000,
PIA,Pengana International Equities Limited,2020,Brokerage expenses,Transaction Costs (Brokerage),958000,
PIA,Pengana International Equities Limited,2020,Share registry fees,Other Expenses,129000,
PIA,Pengana International Equities Limited,2020,ASX listing fees,Other Expenses,81000,
PIA,Pengana International Equities Limited,2020,Custody and administration fees,Other Expenses,141000,
PIA,Pengana International Equities Limited,2020,Other expenses,Other Expenses,218000,
PIA,Pengana International Equities Limited,2021,Management fees,External Management Fees,4297000,
PIA,Pengana International Equities Limited,2021,Performance fees,External Performance Fees,0,
PIA,Pengana International Equities Limited,2021,Directors fees,Other Expenses,153000,
PIA,Pengana International Equities Limited,2021,Audit and assurance fees,Other Expenses,70000,
PIA,Pengana International Equities Limited,2021,Brokerage expenses,Transaction Costs (Brokerage),713000,
PIA,Pengana International Equities Limited,2021,Share registry fees,Other Expenses,109000,
PIA,Pengana International Equities Limited,2021,ASX listing fees,Other Expenses,92000,
PIA,Pengana International Equities Limited,2021,Legal and professional expenses,Other Expenses,7000,
PIA,Pengana International Equities Limited,2021,Custody and administration fees,Other Expenses,156000,
PIA,Pengana International Equities Limited,2021,Other expenses,Other Expenses,242000,
PIA,Pengana International Equities Limited,2022,Management fees,External Management Fees,4367000,
PIA,Pengana International Equities Limited,2022,Performance fees,External Performance Fees,0,
PIA,Pengana International Equities Limited,2022,Directors fees,Other Expenses,154000,
PIA,Pengana International Equities Limited,2022,Audit and assurance fees,Other Expenses,70000,
PIA,Pengana International Equities Limited,2022,Brokerage expenses,Transaction Costs (Brokerage),174000,
PIA,Pengana International Equities Limited,2022,Share registry fees,Other Expenses,102000,
PIA,Pengana International Equities Limited,2022,ASX listing fees,Other Expenses,91000,
PIA,Pengana International Equities Limited,2022,Legal and professional expenses,Other Expenses,5000,
PIA,Pengana International Equities Limited,2022,Custody and administration fees,Other Expenses,160000,
PIA,Pengana International Equities Limited,2022,Other expenses,Other Expenses,405000,
PIA,Pengana International Equities Limited,2023,Management fees,External Management Fees,3556000,
PIA,Pengana International Equities Limited,2023,Performance fees,External Performance Fees,0,
PIA,Pengana International Equities Limited,2023,Directors fees,Other Expenses,155000,
PIA,Pengana International Equities Limited,2023,Audit and assurance fees,Other Expenses,70000,
PIA,Pengana International Equities Limited,2023,Brokerage expenses,Transaction Costs (Brokerage),77000,
PIA,Pengana International Equities Limited,2023,Share registry fees,Other Expenses,104000,
PIA,Pengana International Equities Limited,2023,ASX listing fees,Other Expenses,100000,
PIA,Pengana International Equities Limited,2023,Legal and professional expenses,Other Expenses,0,
PIA,Pengana International Equities Limited,2023,Custody and administration fees,Other Expenses,84000,
PIA,Pengana International Equities Limited,2023,Other expenses,Other Expenses,323000,
